,business_id,full_address,hours,open,categories,city,review_count,name,neighborhoods,longitude,state,stars,latitude,attributes,type
8732,Lw5HqHiaH8Xag5rIF6nDsw,"6949 E 5th Ave
Scottsdale, AZ 85251",{},True,"['Hair Salons', 'Nail Salons', 'Beauty & Spas']",Scottsdale,8,Goveias Salon & Spa,[],-111.930878,AZ,4.5,33.4966175,"{'By Appointment Only': True, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
8738,TQWikKmbZEIZy90zq9yKtA,"6736 E Avalon Dr
Scottsdale, AZ 85251",{},True,"['Event Planning & Services', 'Caterers']",Scottsdale,4,Arizona Taste,[],-111.935754,AZ,4.5,33.483135,{'Accepts Credit Cards': True},business
8746,joFRuIAqIwM3KkB-j5jglQ,"7949 E Thomas Rd
Scottsdale, AZ 85251",{},True,"['Food', 'Convenience Stores']",Scottsdale,3,Ranas Shell,[],-111.909402,AZ,2.5,33.480023,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Price Range': 2}",business
8813,1RVZOO0pn01ijbKQiRm2vw,"5900 E Thomas Rd
Scottsdale, AZ 85251",{},True,"['Home Services', 'Real Estate', 'Apartments']",Scottsdale,3,Sun King Apartments,[],-111.9536124,AZ,3.5,33.4802423,{},business
8966,stH6XAn2Drzol1H5oGvL2A,"23623 N Scottsdale Rd
Scottsdale, AZ 85255","{'Monday': {'close': '21:30', 'open': '11:00'}, 'Tuesday': {'close': '21:30', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '21:30', 'open': '11:00'}, 'Thursday': {'close': '21:30', 'open': '11:00'}, 'Sunday': {'close': '21:30', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}}",False,"['Chinese', 'Restaurants']",Scottsdale,68,Jade Palace,[],-111.92528,AZ,4.0,33.7019607,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': True, 'Has TV': True, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
9016,mvGW6YW6LNULvdASs8IUCQ,"2765 N Scottsdale Rd
Scottsdale, AZ 85257","{'Monday': {'close': '18:00', 'open': '09:00'}, 'Tuesday': {'close': '18:00', 'open': '09:00'}, 'Friday': {'close': '18:00', 'open': '09:00'}, 'Wednesday': {'close': '18:00', 'open': '09:00'}, 'Thursday': {'close': '18:00', 'open': '09:00'}, 'Sunday': {'close': '17:00', 'open': '11:00'}, 'Saturday': {'close': '18:00', 'open': '09:00'}}",True,"['Food', 'Ice Cream & Frozen Yogurt']",Scottsdale,8,Water 'n Ice,[],-111.9259092,AZ,4.5,33.4787939,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wi-Fi': 'no', 'Price Range': 2}",business
9028,JqxuioXJG8OsQVPLrlGRQA,"1608 N Miller Rd
Scottsdale, AZ 85257","{'Monday': {'close': '18:00', 'open': '10:00'}, 'Tuesday': {'close': '18:00', 'open': '10:00'}, 'Friday': {'close': '18:00', 'open': '10:00'}, 'Wednesday': {'close': '18:00', 'open': '10:00'}, 'Thursday': {'close': '18:00', 'open': '10:00'}, 'Saturday': {'close': '17:00', 'open': '09:00'}}",True,"['Sporting Goods', 'Bikes', 'Shopping']",Scottsdale,26,Bob's Bike Shop,[],-111.9177189,AZ,5.0,33.4663897,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Good for Kids': True, 'Accepts Credit Cards': True, 'Wheelchair Accessible': False, 'Price Range': 2}",business
9099,en2Diewnh6ZE4upwGwCw5w,"10585 N 114th St
Scottsdale, AZ 85259","{'Tuesday': {'close': '19:00', 'open': '08:00'}, 'Monday': {'close': '19:00', 'open': '08:00'}, 'Wednesday': {'close': '19:00', 'open': '08:00'}, 'Thursday': {'close': '19:00', 'open': '08:00'}}",True,"['Specialty Schools', 'Education', 'Cooking Schools']",Scottsdale,11,Arizona Culinary Institute,[],-111.83147,AZ,4.5,33.581955,{},business
9159,HH97NXDdL4r5H3niD7p6Jg,"2135 W 15th Street
Tempe, AZ 85281",{},True,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Tempe,21,Red Roof Inns,[],-111.971545,AZ,3.5,33.411473,"{'Accepts Credit Cards': True, 'Wi-Fi': 'free', 'Price Range': 2}",business
9258,X3oBAKtG0qSwYvXIhpl5vQ,"1353 E University Dr
Tempe, AZ 85281","{'Monday': {'close': '22:00', 'open': '15:00'}, 'Tuesday': {'close': '22:00', 'open': '15:00'}, 'Friday': {'close': '22:00', 'open': '15:00'}, 'Wednesday': {'close': '22:00', 'open': '15:00'}, 'Thursday': {'close': '22:00', 'open': '15:00'}, 'Sunday': {'close': '19:00', 'open': '10:00'}, 'Saturday': {'close': '19:00', 'open': '10:00'}}",True,"['Active Life', 'Gyms', 'Fitness & Instruction']",Tempe,68,Phoenix Rock Gym,[],-111.916175,AZ,4.0,33.420574,{'Good for Kids': True},business
9346,Nn3-TusAdjjkZxlbctWfMA,"1605 E Apache Blvd
Tempe, AZ 85281","{'Monday': {'close': '00:00', 'open': '08:00'}, 'Tuesday': {'close': '00:00', 'open': '08:00'}, 'Friday': {'close': '02:00', 'open': '08:00'}, 'Wednesday': {'close': '00:00', 'open': '08:00'}, 'Thursday': {'close': '00:00', 'open': '08:00'}, 'Sunday': {'close': '00:00', 'open': '08:00'}, 'Saturday': {'close': '02:00', 'open': '08:00'}}",True,"['Food', 'Beer, Wine & Spirits']",Tempe,3,Liquor Express,[],-111.9119811,AZ,5.0,33.4146644,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 1}",business
9426,NY5BZXqHpdR9FynL6CmIAQ,"5235 S Kyrene Rd
Ste 26
Tempe, AZ 85283","{'Tuesday': {'close': '17:00', 'open': '07:30'}, 'Thursday': {'close': '17:00', 'open': '07:30'}, 'Friday': {'close': '17:00', 'open': '07:30'}, 'Wednesday': {'close': '17:00', 'open': '07:30'}, 'Monday': {'close': '17:00', 'open': '07:30'}}",True,"['Local Services', 'Appliances & Repair']",Tempe,23,E & J Appliance Service Company,[],-111.945167,AZ,5.0,33.377068,{'Accepts Credit Cards': True},business
9431,eBslbGvlDI92ppOi6CnTDw,"1701 West Baseline Road
Tempe, AZ 85283","{'Monday': {'close': '05:30', 'open': '06:00'}, 'Tuesday': {'close': '05:30', 'open': '06:00'}, 'Friday': {'close': '05:30', 'open': '06:00'}, 'Wednesday': {'close': '05:30', 'open': '06:00'}, 'Thursday': {'close': '05:30', 'open': '06:00'}, 'Sunday': {'close': '05:30', 'open': '06:00'}, 'Saturday': {'close': '05:30', 'open': '06:00'}}",True,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Tempe,15,"Ramada Tempe, Az",[],-111.96636,AZ,3.5,33.377128,"{'Dogs Allowed': True, 'Accepts Credit Cards': True, 'Wi-Fi': 'free', 'Price Range': 2}",business
9514,QxpX4slDIOGFEHlPV4mrSw,"9201 S Avenida Del Yaqui
Guadalupe, AZ 85283","{'Monday': {'close': '21:00', 'open': '07:00'}, 'Tuesday': {'close': '21:00', 'open': '07:00'}, 'Friday': {'close': '21:00', 'open': '07:00'}, 'Wednesday': {'close': '21:00', 'open': '07:00'}, 'Thursday': {'close': '21:00', 'open': '07:00'}, 'Sunday': {'close': '21:00', 'open': '07:00'}, 'Saturday': {'close': '21:00', 'open': '07:00'}}",True,"['Mexican', 'Restaurants']",Guadalupe,45,San Diego Bay Restaurant,[],-111.9631397,AZ,4.0,33.3637131,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Open 24 Hours': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Has TV': True, 'BYOB/Corkage': 'yes_free', 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Corkage': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'beer_and_wine', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
9529,FCVe8h0wc_a1k_H1yfslsQ,"7440 S Priest Dr
Tempe, AZ 85283",{},True,['Home Services'],Tempe,4,Ameriflow Manufacturing and Distribution,[],-111.964302,AZ,3.0,33.351591,{'Accepts Credit Cards': True},business
9550,ykJz45eSlme4nmBck_9HBg,"6838 N 59th Dr
Glendale, AZ 85301","{'Tuesday': {'close': '19:00', 'open': '12:00'}, 'Friday': {'close': '19:00', 'open': '12:00'}, 'Wednesday': {'close': '19:00', 'open': '12:00'}, 'Thursday': {'close': '19:00', 'open': '12:00'}, 'Saturday': {'close': '17:00', 'open': '22:00'}}",True,"['Event Planning & Services', 'Venues & Event Spaces']",Glendale,6,Virginia's House,[],-112.18809,AZ,5.0,33.53824,{'Accepts Credit Cards': True},business
9703,rhOC6FyEpPuZxm563uwLzQ,"10120 W McDowell Rd
Ste 160
Avondale, AZ 85323",{},False,"['Mexican', 'Restaurants']",Avondale,9,Baja Fresh Mexican Grill,[],-112.343985708984,AZ,4.0,33.4288158539396,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
9960,G0ieJYxzxuD_EcZjTICPsg,"1600 Nevada Hwy
Boulder City, NV 89005",{},True,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",Boulder City,4,Taco Bell,[],-114.855253,NV,5.0,35.969391,"{'Take-out': True, 'Drive-Thru': True, 'Alcohol': 'none', 'Noise Level': 'quiet', 'Takes Reservations': False, 'Delivery': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': False, 'Attire': 'casual', 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
9985,p6m-Z8MhfwK4MLqoOCA7sQ,"601 Greenway Rd
Henderson, NV 89002","{'Monday': {'close': '18:00', 'open': '07:30'}, 'Tuesday': {'close': '18:00', 'open': '07:30'}, 'Friday': {'close': '18:00', 'open': '07:30'}, 'Wednesday': {'close': '18:00', 'open': '07:30'}, 'Thursday': {'close': '18:00', 'open': '07:30'}, 'Saturday': {'close': '12:00', 'open': '08:00'}}",True,"['Veterinarians', 'Pets']",Henderson,13,Horizon Veterinary Clinic,[],-114.9764666,NV,2.5,36.0124297,{},business
10014,Dr-7NM4P1SEN4j1z72vSZA,"851 S Boulder Hwy
Henderson, NV 89015",{},True,"['Arts & Entertainment', 'Cinema']",Henderson,44,Cinedome 12 Henderson,[],-114.967082,NV,4.0,36.024325,{'Good for Kids': True},business
10279,TnRL6UB8GlC_1rrN7OlnKQ,"6885 W Tropicana Ave
Spring Valley
Las Vegas, NV 89103",{},True,"['Automotive', 'Gas & Service Stations']",Las Vegas,5,Terrible Herbst,['Spring Valley'],-115.242505,NV,3.0,36.0993769,{},business
10306,RNak3sbAUt2ddnQhHutw-w,"4250 S Rainbow Blvd
Spring Valley
Las Vegas, NV 89103","{'Monday': {'close': '19:00', 'open': '09:00'}, 'Tuesday': {'close': '19:00', 'open': '09:00'}, 'Friday': {'close': '19:00', 'open': '09:00'}, 'Wednesday': {'close': '19:00', 'open': '09:00'}, 'Thursday': {'close': '19:00', 'open': '09:00'}, 'Saturday': {'close': '18:00', 'open': '09:00'}}",True,"['Beauty & Spas', 'Nail Salons']",Las Vegas,6,The Nail Experts,['Spring Valley'],-115.2416881,NV,4.0,36.1110572,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 1}",business
10321,rrV9jCOG18cB7FtOOZpubA,"3555 S Jones Blvd
Chinatown
Las Vegas, NV 89103",{},True,"['Banks & Credit Unions', 'Financial Services']",Las Vegas,4,Wells Fargo Bank,['Chinatown'],-115.225446,NV,2.5,36.124584,{},business
10337,Bze-xqDQGSCqc7FnSfFV6g,"4517 Flamingo Rd
Las Vegas, NV 89103","{'Monday': {'close': '18:00', 'open': '07:30'}, 'Tuesday': {'close': '18:00', 'open': '07:30'}, 'Friday': {'close': '18:00', 'open': '07:30'}, 'Wednesday': {'close': '18:00', 'open': '07:30'}, 'Thursday': {'close': '18:00', 'open': '07:30'}, 'Saturday': {'close': '12:00', 'open': '09:00'}}",True,"['Hotels & Travel', 'Car Rental']",Las Vegas,7,Enterprise Rent-A-Car,[],-115.202539,NV,3.5,36.114928,{},business
10388,1ppyc8g7reX4HeCLmHD8hA,"4850 W Flamingo Rd
Ste 6
Las Vegas, NV 89103",{},True,"['Bars', 'Sports Bars', 'Nightlife']",Las Vegas,8,Inn Zone,[],-115.206768,NV,4.0,36.116544,"{'Price Range': 1, 'Alcohol': 'full_bar', 'Good For Dancing': False, 'Noise Level': 'average', 'Coat Check': False, 'Has TV': True, 'Happy Hour': True, 'Music': {'video': False, 'live': False, 'dj': False, 'jukebox': True}, 'Outdoor Seating': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Smoking': 'yes', 'Accepts Credit Cards': True, 'Good For Groups': True, 'Wheelchair Accessible': True}",business
10394,Rg0oNG58dRn-wBCoa4ULkQ,"4001 S Decatur Blvd
Ste 8
Las Vegas, NV 89103","{'Monday': {'close': '18:00', 'open': '10:30'}, 'Tuesday': {'close': '18:00', 'open': '10:30'}, 'Friday': {'close': '18:00', 'open': '10:30'}, 'Wednesday': {'close': '18:00', 'open': '10:30'}, 'Thursday': {'close': '18:00', 'open': '10:30'}, 'Sunday': {'close': '16:00', 'open': '12:00'}, 'Saturday': {'close': '17:00', 'open': '10:30'}}",True,"['Art Supplies', 'Shopping', 'Arts & Crafts']",Las Vegas,3,Beads Findings & Jewelry,[],-115.209289,NV,2.5,36.117196,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': False, 'Price Range': 2}",business
10428,oS8MRbCJcOVFUAqORLL9BA,"Palms Hotel & Casino
4321 W Flamingo Rd
Las Vegas, NV 89103",{},True,"['Fast Food', 'Chinese', 'Restaurants']",Las Vegas,5,Panda Express,[],-115.2067011,NV,4.0,36.1104125,"{'Take-out': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
10438,aXBH1wh0pJImSvr0lLgs_A,"4300 Meadows Ln
Ste 10
Westside
Las Vegas, NV 89107",{},True,"['Shopping', 'Toy Stores']",Las Vegas,6,Disney Store,['Westside'],-115.1966896,NV,3.0,36.1722752,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
10440,fd61ib5DYqcQsqA6IWu5oQ,"204 S Decatur Blvd
Westside
Las Vegas, NV 89107",{},False,"['Shopping', 'Toy Stores']",Las Vegas,4,Learning Is Fun,['Westside'],-115.2060988,NV,3.5,36.1721324,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 3}",business
10441,CNTijY6PVNFe69Gs7jBddQ,"4300 Meadows Ln
Westside
Las Vegas, NV 89107",{},True,"[""Women's Clothing"", 'Fashion', 'Shopping', 'Accessories']",Las Vegas,4,Forever 21,['Westside'],-115.1966896,NV,4.0,36.1722752,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
10444,74Bb9gzDhCesD1lx7uycDw,"4510 Meadows Ln
Westside
Las Vegas, NV 89107",{},True,"['Department Stores', 'Fashion', 'Shopping']",Las Vegas,9,Fallas Paredes,['Westside'],-115.201827,NV,3.0,36.171889,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 1}",business
10452,NlTKsNxZtiN3N3H3VGatTQ,"4300 Meadows Lane
Space 101
Westside
Las Vegas, NV 89107","{'Monday': {'close': '21:00', 'open': '10:00'}, 'Tuesday': {'close': '21:00', 'open': '10:00'}, 'Friday': {'close': '21:00', 'open': '10:00'}, 'Wednesday': {'close': '21:00', 'open': '10:00'}, 'Thursday': {'close': '21:00', 'open': '10:00'}, 'Sunday': {'close': '18:00', 'open': '10:00'}, 'Saturday': {'close': '21:00', 'open': '10:00'}}",True,"['Mattresses', 'Shopping', 'Home Decor', 'Home & Garden', 'Furniture Stores']",Las Vegas,3,Sleep Number,['Westside'],-115.1966896,NV,2.0,36.1722752,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 4}",business
10466,6hwUVTryjdYm0_jnMHPU1A,"4300 Meadows Ln
Westside
Las Vegas, NV 89107",{},True,[],Las Vegas,10,Torrid,['Westside'],-115.1966896,NV,3.0,36.1722752,{},business
10484,4UW9-KiLGAQIlhR0QCJ2Gw,"301 S Decatur Blvd
Westside
Las Vegas, NV 89107",{},False,"['Burgers', 'Fast Food', 'Restaurants']",Las Vegas,4,Wendy's,['Westside'],-115.2056418,NV,2.0,36.1697141,"{'Take-out': True, 'Drive-Thru': True, 'Delivery': False, 'Outdoor Seating': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Price Range': 1}",business
10490,0yTpFBqOm8avOAarIKIsPg,"4300 Meadows Lane
Westside
Las Vegas, NV 89107",{},True,"['Food', 'Specialty Food', 'Candy Stores']",Las Vegas,7,See's Candies,['Westside'],-115.1966896,NV,4.0,36.1722752,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True, 'Price Range': 2}",business
10491,MLPEpxih9E8NySHbM0FSWQ,"501 S Decatur Blvd
Westside
Las Vegas, NV 89107","{'Monday': {'close': '05:30', 'open': '06:00'}, 'Tuesday': {'close': '05:30', 'open': '06:00'}, 'Friday': {'close': '05:30', 'open': '06:00'}, 'Wednesday': {'close': '05:30', 'open': '06:00'}, 'Thursday': {'close': '05:30', 'open': '06:00'}, 'Sunday': {'close': '05:30', 'open': '06:00'}, 'Saturday': {'close': '05:30', 'open': '06:00'}}",True,"['Cheesesteaks', 'Sandwiches', 'Restaurants']",Las Vegas,257,Pop's Philly Steaks,['Westside'],-115.205674,NV,3.5,36.166261,"{'Has TV': False, 'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Caters': False, 'Noise Level': 'average', 'Takes Reservations': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'BYOB/Corkage': 'no', 'Delivery': False, 'Dogs Allowed': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
10501,G0nUhYF2q4tnoOPwCjXLig,"Excalibur Hotel and Casino
3850 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109",{},True,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Las Vegas,1280,Excalibur Hotel,['The Strip'],-115.174725631496,NV,2.5,36.0987324905397,"{'Take-out': False, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Takes Reservations': True, 'BYOB/Corkage': 'yes_free', 'Delivery': True, 'Parking': {'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
